序号,内容
604,场景很还原啊
605,其实想去看到
606,奈何没有时间
607,你把主角的脸全搞成胖子这样都没有那么让人不适
608,角色本身剧情就是被网暴
609,现实也被网暴
610,笑死
611,不看就对了
612,师母是好看
613,但也只是中等偏上类型的好看
614,她的范畴是日常的正常人
615,真正的正常人
616,但是这符合奥斯卡的审美啊
617,这是要拿国际奖的呀
618,说丑的太狭隘了
619,不自信
620,有说这个
621,剧情好看
622,到转折点就鸡汤
623,这不就是猴子
624,这个侧脸
625,小朋友才是市场
626,小朋友看着都害怕谁还看
627,剧情也是各喜各爱的东西
628,国漫能不能别再是迪士尼橡皮人建模了
629,自来水
630,指电影方买的水军
631,水墨
632,动画剧情好更创新
633,橡皮人不行了
634,我觉得不是眯眯眼的问题
635,像阿猫也眯眯眼但是五官上是合理的啊
636,眼距的问题刻意丑化广东人把
637,悐
638,这电影合你口味但不一定合我口味啊
639,但
640,丑大家都是认的
641,广东美术人才这么多
642,搞这些
643,好不好看是一回事
644,为啥要搞眯眯眼
645,靶子别挪歪了
646,本质就是长得太刻板了
647,那么好看
648,做这样你信吗
649,什么时候不弄这种迪士尼橡皮人建模
650,我看过了
651,我觉得剧情一般
652,好的是画面技术方面
653,十级屏蔽之后弹幕清净了
654,有些弹幕是真的降智
655,农村人不是平凡的样纸吗
656,笑了这人设很卡通感
657,我觉得剧情很强行
658,并没达到预期
659,冐
660,逻辑完整我持异议
661,哪来的自来水
662,很多人安利
663,有吗
664,很多人骂我倒是看见了
665,来广东
666,看见一个正常要打导演一拳
667,看见这样的打我一拳
668,真是无语
669,那么为什么就不能设计成这样呢
670,就想媚外得个奖
671,很那个陈曼一个鸟样
672,烟熏妆我觉得挺好挺有特色的
673,这个真是越看越难受
674,谁说所有人都是眯眯眼的
675,你们看电影了么
676,电影的宣发海报我去看了
677,里面的主角不说多帅气
678,但肯定是个正常人样
679,不是电影里这样
680,云完了
681,故事不错
682,人物设计还是接受不了
683,牰
684,都是自来黑
685,不是不好看
686,而是被冒犯
687,错啦
688,是没时间看
689,并且不知道电影已经上映了
690,推荐的都是比日本人残暴几百倍的满人呵呵
691,认同
692,好看
693,救命
694,我在广东生活二十多年没见过这种眼睛
695,我是生活在平行森林
696,其实长得像弱智是一回事
697,本身题材不行才是关键
698,你换成弱智少年被外星人绑架后阴差阳错被改造成了外星怪兽毁灭世界的故事
699,必火
700,符合啊怎么不符合
701,符合国外对我国的审美
702,广东人无所谓
703,动画不代表真人
704,哪吒那个是模仿欧美一个风格而已
705,有个欧美画师画什么都带烟熏妆
706,而且设计的角色特别卡通搞怪
707,而这个弱智少年的电影角色眼睛分那么开就是在模仿弱智
708,这个胖子就挺好的
709,因为眼距没那么离谱
710,嬈
711,我怕以后国漫的丑角都变成这样
712,唐氏少年
713,眯眯眼不能代表中国人
714,中国人均双皮大眼
715,说实话题材真的不行
716,人家上电影院就是图个爽
717,你在那里玩现实主义
718,谁想买你账啊
719,大家想看的是那种听个名字就知道很不得了的片子
720,广东人得罪导演了吗
721,农村人就一定要丑吗
722,角色我看着害怕
723,不想看
724,这个风格用
725,还可以
726,模型的表现就有点奇怪了
727,不是一定要帅
728,但是主角团不能全部都奇奇怪怪
729,个别还好说
730,丑有很多种选择
731,为什么要刻意迎合西方
732,唐氏综合症主角
733,觉得好看的自己掏钱刷
734,场就是了
735,在这吹什么吹
736,你去看啊
737,你最好把房子卖了去刷场
738,水军一个人花一千万
739,很难吗
740,那个眼睛我看的真膈应
741,不是普通人
742,他们就是长得丑被歧视被欺负
743,个人感觉这里就师傅师娘最好看
744,所以说失败在于塑造人物立不住
745,哪里优秀了
746,这是在洗吧
747,为了带节奏都开始造谣了
748,哪吒那是神话电影三头六臂都不奇怪
749,这
750,生活剧
751,现实中谁长这样
752,你家普通人长这种眼距吗
753,所以现在的娱乐圈只有小鲜肉
754,应为资本知道大多数人只在意外貌
755,开始洗了
756,你说作为个主角
757,样子一般也就算了
758,可以看看剧情
759,问题是作为主角
760,你出镜是最多的
761,也最恶心的
762,有好感就有鬼了
763,确定参考广东人
764,我不信
765,作为两广人
766,主角这样貌还真的很难找
767,一定要吵这么凶
768,这是关于立场的事情
769,矫枉必须过正
770,一开始女拳师打拳的时侯大家没当回事现在对立这么严重了就是没有一开始就打压下去
771,就不能把眼睛间距调近点吗
772,太开了
773,广东人接受不了
774,不看
775,还是比较喜欢二维的
776,罗小黑我刷了好几遍
