序号,内容
444,农村人就该丑吗
445,杨超越
446,赵丽颖就应该丑
447,所以他们丑化俄罗斯呀
448,这部动画在大量的买阴兵阿
449,电影院从晚上
450,点到早上
451,点
452,半小时一场
453,场场爆满阿
454,赞同
455,爹妈生无所谓
456,但是这电脑做出来的
457,小到太阳穴了
458,主就是那种眼型
459,但是那么优秀
460,没全是啊
461,不是那种大眼睛动画
462,女性角色可能大一点为了美观吧
463,那几个男生我身边都能找到长得差不多的人
464,就很路人长相啊
465,我身边就
466,有阿猫那种长相的
467,看完电影之后下电梯就碰到个小胖子
468,完全是阿狗缩小版
469,这叫身边没这种长相
470,观者的自我投射
471,是会收社会普遍意识印象的
472,别人的刻板印象
473,你却自我规训
474,那不是更悲哀吗
475,挺逗的
476,学动画的说人物太像现实还不如看电视剧
477,胕
478,李荣浩
479,我长得莫名其妙就
480,刻板你个锤子
481,腽
482,这就不是眼睛的事
483,我真的气笑了
484,所有眯眯眼都刻板
485,动画主角必须网红抖音风么
486,吐了
487,腽
488,欂
489,对
490,不谈美丑
491,我反而觉得以前那些人物建模千篇一律呢
492,就像美国电影里给黑人角色起名
493,妮歌
494,然后解释
495,这是妮歌不是
496,哥
497,因为
498,设计得看的出是有夸张化但没到别扭的程度
499,很认真的看了两分钟
500,看来中国动画近几年是没什么希望的了
501,倒也好
502,省了买票的钱
503,开始混淆黑白了
504,这电影真的好看
505,国内的奖没意思
506,直接拿奥斯卡
507,所以清华美院做的对
508,这
509,长的好雄狮阿
510,说的对
511,眼距宽多好啊
512,开完眼角
513,眼巨大
514,非常赞同
515,说的对
516,我觉得侮辱啦
517,角色是人设计的
518,他也可以设计大眼睛啊
519,为什么不呢
520,我一直以为是意大利人哈哈哈哈
521,学美术的表示眼间距太大了
522,你也说了是你个人觉得
523,姥
524,古代有些画像眼睛也不大啊
525,面包外面裹了一层大便
526,它还是好面包吗
527,对我一直觉得
528,说难看的人
529,可能看不下去恶童
530,一不小心
531,对啊
532,主偷换概念有一手
533,高级脸奥斯卡奖预订了
534,面包上裹了大便了
535,你们吃吗
536,你所这么多
537,你给我举一些历史上和你嘴里相似的文艺作品叫我看看
538,创作者别玩太花
539,挺好
540,发现一个奇怪的
541,李这种人远点
542,连续偷换概念
543,但人家不丑啊
544,娘胎
545,爹妈给的
546,亲爱的
547,这是动漫
548,角色的爹妈就是主创团队
549,所以说现实中谁的眼间距会是两眼
550,唐氏综合征
551,因为她不丑
552,有啊
553,当时一堆人抨击白蛇刻意模仿迪士尼脸
554,好啊
555,动画美术
556,首先就是
557,美
558,吧
559,宽眼距
560,美
561,吗
562,难怪了
563,太牛了
564,我信了
565,你不就长这样嘛
566,瓅
567,说白了还是平时滤镜开多了
568,眯眯眼
569,这里白蛇的脸明明就很东方
570,不是普通人啊
571,雄狮少年里的人物就有因为长相被欺负
572,从业两年
573,有什么杰出作品吗
574,直接开始扣高帽了
575,看了弹幕之后深深地感觉
576,人与人真的不能一概而论
577,这是一种风格
578,为啥都得像日漫一样那么大眼睛
579,我觉得这个设计更有个性
580,曾经以为不理性的群体应该是少数
581,倒不如说这种结论是我的误解罢了
582,我觉得很好看
583,很生动
584,比千篇一律大眼睛好看
585,这小点的眼睛不是挺正常的画风吗
586,公益广告也存在这样的画风啊
587,龙猫
588,里的小孩子就是超宽眼距
589,也没人说什么
590,龙猫
591,里的小女孩儿也是超宽眼距
592,搁着偷换概念呢
593,脹
594,真正的广府人长这样
595,你真的好棒棒哦
596,理智什么
597,夸张的部分是公认的侮辱特征吗
598,中国人吃炸鸡西瓜可以
599,但能画黑人这样吗
600,所以他们突出特征可以
601,中国人突出特征就没问题吗
602,你作为一个行走的
603,估计这
604,都没看动画
605,对对对
606,看的时候就想说了白蛇里面的人眼睛都恨不得占半张脸
607,你这文案不对啊
608,主创可是说广州人都长这样
609,而且走的写实风
610,二刷了我觉得不错
611,角色后期造型跟剧情紧密相连
612,没看过的人不要随意黑小姐姐
613,说话可真难听
614,雄狮确实是一部好作品
615,全你
616,的国
617,这是有点
618,不小心
619,好几个人物都不小心哈哈哈
620,同意
621,关注这么久头一次发评论
622,这一次真的都不行
623,我身边眼睛都挺大的哈哈
624,单眼皮还真算是少数
625,白蛇
626,石锤了
627,中国人能长这样
628,这不得拉去吊路灯
629,多了解一下历史和国际关系吧
630,别洗了
631,知道忍者神龟的历史背景吗
632,但是人家不丑不怪异啊
633,这下无心之失了
634,能不能润下词编个通稿
635,神偷奶爸剧中中国儿童全是咪咪眼呢
636,希望大家知道
637,神偷奶爸剧中中国儿童全是眯眯眼
638,是不是可以说崇洋媚外
639,啊
640,喜欢欧美长相
641,大双眼皮大眼睛
642,不鸟他们
643,三位主角阿猫
644,阿狗和阿娟更被法国电影节主推东方人物形象的典范
645,制作人兴奋的说这是中国动漫的历史
646,找几个这样像主角的广东人出来比你围观比你喷
647,讲话过脑子吗
648,雄狮少年也是正面形象
649,还在这洗
650,等着亏死吧
651,他不是自己说的嘛
652,都长这样
653,可以说长得一模一样了
654,水军惯用话术
655,创作手法是夸张
656,但上升到辱谁就算了
657,主要是丑
658,格鲁特看着比较顺眼
659,殲
660,因为你就长这样
661,人物可以不好看
662,但一定要顺眼
663,殲
664,现实的是题材
665,不是人物形象
666,的眼睛很好看呀
667,我觉得哪吒的长相不是更羞辱吗
668,哪吒都没问题
669,其他有什么问题
670,就是
671,以为
672,怪不得夸呢
673,原来真张这样是吧
674,你赢了
675,不不不
676,你就是个好例子
677,前面这些好像听不懂
678,你可以认为不好看
679,凭什么人不能设计有特色符合剧情的外貌
680,黄渤都主演多少电影
681,主流长相肯定更多人接受
682,但不能多元化吗
683,为什么一定要求别人要设计成什么
684,喜刷刷喜刷刷
685,现在的网络就是多元但不包容
686,别洗了
687,一个角色这样还行
688,全部角色长这样就过分了
689,身边和大街上很多人都就长那样啊
690,其实我不是觉得它眼睛小
691,也不是眼距宽
692,而是眼睛太接近脸的两侧
693,让人不舒服
694,对嗷
695,就是会更夸张点呀
696,我就是小眼睛
697,我想说这不是眼睛大小问题
698,别误导了
699,诶什么时候我们才能接受自己族裔的长相
700,有自己的什么标准呢
701,合着中国人就不喜欢剑眉星目
702,这种的大是动画里常见的
703,那种的小是共识国外刻板印象
704,且生活中这种的确实很少见
705,宽眼距其实没事
706,但是这眼距宽得离谱
707,举了那么多夸张例子
708,有任何一个人物眼距大于两只眼睛的吗
709,这已经引起不适了
710,不是美丑问题
711,刘玉玲也很多人承认美
712,美在于剧里剧外的自信努力品质啥的
713,但当这种外表变成西方强加的
714,大多数
715,就没必要
716,迎合
717,怎么可能全都是
718,只有主角
719,没看过吧就开黑
720,难道舞狮是负面形象
721,这片子火了才是对动画行业的伤害
722,但这也太夸张了而且正好撞了枪口
723,确实
724,我也觉得诶
725,同意
726,为什么主角就一定要大眼睛
727,大头儿子
728,终于有明白人来讲了
729,看过这动画还会说丑的回来喷我
730,槇
731,对
732,白蛇的眼睛也被骂过
733,没有雄狮这么惨就是
734,同意
735,里面人物不是全是这样
736,要黑先看看吧
737,哈哈哈哈
738,他们就爱这种网红
739,前面那个
740,一看就没看过电影无脑黑
741,哪有全部角色都长那样
742,阿真阿强都很正常
743,认可的人去支持好了
744,我不认可
745,我代表我自己
746,美颜全开
747,设计全部都是眯眯眼
748,丑人不配优秀吧
749,观众审美不能多元化吗
750,我看了电影
751,男主后期寸头造型挺酷的
752,难道一定要迪士尼那种欧美大眼才叫不
753,侮辱国人
754,吗
755,这是审美奴役
756,全是唐氏综合征就离谱了
757,长得像奸角
758,物伤其类
759,反正一看这长相
760,就知道是画的是中国人
761,都是你们动漫从业者的功劳
762,有些人气急败坏开始攻击
763,主长相了
764,你在偷换概念
765,得了吧
766,你才是二极管
767,有什么谨慎
768,这事他没干
769,呸
770,对啊
771,说的很对
772,怎么就不明确了
773,小到不舒服明眼人看过去觉得是眯眯眼
774,就是眯眯眼
775,又不是搞学术还得定义
776,说的站不住脚
777,你别说了
778,因为白蛇跟青蛇本来就是折折的脱胎长相成这个样子很正常
779,芦
780,放屁
781,眯眯眼和唐氏眼根本不一样
782,一人之下的诸葛青那才是眯眯眼
783,你见有人骂作者吗
784,比较之前不看整体画风是吗
785,为了发展连尊严都不要了
786,外国人怎么可能会尊重你
787,蠳
788,只是觉得掉角眼太多
789,整个动画美感诡异
790,豉
791,夸张和写实是两种完全不同的风格
792,豉
793,我也想到这个例子了
794,这种人黑白鸡附体
795,真有飞屋环游记老爷爷长相的老爷爷
796,在是
797,屋檐之夏
798,魏奶奶的学生
799,很帅的老班长
800,好看在生活中也会认同
801,你去问导演啊
802,导演说是写实
803,写实
804,到你这里怎么变夸张了
805,这动画是这种
806,版风格吗
807,装瞎子吗
808,那群攻击的人怎么不攻击之前眼睛大得比例失衡的
809,现实真的很多就是这样的
810,但是别人好看啊
811,而且这种建模也不涉及历史问题啊
812,你说得对
813,避重就轻
814,混淆是非
815,不不不不
816,我算是见到了
817,迪士尼東方畫風
818,但是他们看起来都很正常
819,广东人表示
820,的观点不能更同意了
821,说
822,侮辱国人
823,的
824,好像是陷入了一种自我逻辑误区
825,这个观点很对呀
826,或许大家的思想和想法潜移默化都已经
827,西化
828,甚至不允许其他形式的
829,美
830,的样式尝试
831,到后期主角寸头的时候看起来很精神
832,主每说一句话就有人骂
833,还真是迫不及待
834,我今天刚好去看了
835,我觉得这部动画电影很棒
836,电影好看
837,现在父辈都喜欢大眼睛
838,其实雄狮里的五官比例更接近现实
839,底层逻辑
840,人种歧视是他们的问题
841,凭啥就要我们一味地避开啊
842,这波反扑很猛啊
843,小没问题
844,但有必要非得这样
