序号,内容
910,的人都是以外貌来决定一个物品的好坏呢
911,分
912,哪里那么多鸡汤了
913,我觉得比哪吒好看啊
914,这里真多假广东人
915,哈哈
916,很好看
917,绝对值得上票价
918,年度最佳动漫
919,我真觉得挺好
920,年度动漫最佳
921,啊
922,对对对
923,分
924,广东人表示骂得好
925,刚考完
926,不完美
927,但也非常棒
928,这是动漫
929,本来动漫的表现手法大多都夸张现实
930,我同学也说很好看
931,鸡汤是个明显的问题
932,但是后半段的好足以弥补不足
933,中间这个是直接用的大圣归来的脸模
934,我第一次看完电影气的睡不着觉
935,一想到铺天盖地都是在夸这个烂片的
936,气的我连夜写了篇专栏吐槽
937,兄弟们有同感的可以进我主页一起吐槽
938,有一句回一句
939,作品的立意是现实与理想
940,所以主角的反复挣扎我也可以理解
941,另外
942,主角长的也没有特别丑
943,剪头之后还是有点帅的
944,敢于说真话
945,可真会吹
946,在我看来超越哪吒
947,梯度封号只字不提
948,而且还网爆过两位巡查员
949,这不是很过分吗
950,訚
951,这部动画提醒我们还有值得骄傲的文化底蕴
952,和反思留守儿童生活现状
953,也理解当娱乐消遣电影看的
954,主的确看不懂
955,异类机表示真理吗
956,难道偏要像其他的动漫一样
957,全都跟西方的动漫长的一模一样
958,别拿这样的电影和哪吒碰瓷
959,我就是广东人
960,我觉得很好看
961,真的很好看
962,我和老婆看得热泪盈眶的
963,清一色眯眯眼
964,笑死了
965,眯眼崛起
966,这是一种画风啊
967,边度有广东人生咁噶样嘎
968,唐氏少年
969,虽然前面是有尬的地方
970,但是后半部分很精彩的好吧
971,而且音乐画面都配合的很不错
972,不俗套啊
973,别代替我
974,看到几百粉我就放心了
975,另外
976,我系咁串
977,我吹爆这部电影
978,型到嗨咁
979,燃到炸
980,未睇过
981,很推荐去睇
982,终于有说实话的了
983,我被骂也就值了
984,没关系
985,像我这样敢于说真话的异类
986,我是广东人
987,谢谢你
988,我看到诸如
989,国漫之光
990,崛起
991,的词汇就
992,但就画面这一优点
993,就可以吊打很多了
994,可以看出国漫真的进步很多了
995,我觉得还好呀
996,其实没那么差
997,我觉得很好
998,热血沸腾
999,热泪盈眶
1000,破放了
1001,情节真的好
1002,好哭又好笑
1003,感谢有这么一部电影
1004,哪吒不鸡汤吗
1005,男主后边还好帅
1006,这么好看一电影
1007,哪吒的剧情很好吗
1008,男主没放弃过啊
1009,真话
1010,就是好看
1011,画的我觉得很不错啊
1012,兄弟
1013,说的太好了
1014,真的很好看
1015,画面渲染美的我惊呆双眼
1016,不觉得强行煽情
1017,刻画山村留守少年很深刻写实
1018,在我这里这部平凡人的故事超越哪吒
1019,赞同
1020,前面口号鸡汤不否认
1021,但生活的转折就是这么突然的
1022,里面的角色塑造人物形象
1023,导演是不是喜欢唐氏综合症的患者
1024,哪吒不如这个写实
1025,挺好看的啊
1026,本广东人不想被你代表
1027,谁规定主角就一定要很帅或者要广东大众脸
1028,真的博眼球
1029,我出了影院几个小时都没缓过来
1030,对不起说实话我觉得很好看
1031,这部电影明明很好看
1032,我的眼睛很小
1033,我不认同
1034,有一说一
1035,准备二刷
1036,不能打一分吗
1037,前面你属实是重新定义普通外貌
1038,分
1039,我发现一些无脑护子口头禅就是我觉得很好看啊巴拉巴拉的
1040,广东人表示好看好亲切
1041,在下广东仔
1042,表示场景真的令我很亲切
1043,分
1044,我刚刚看完
1045,之所以觉得俗套感觉有一些内容没能打动人心
1046,票房凉凉
1047,广东人表示我们不长这样
1048,哪吒也不行
1049,没看过这部
1050,但哪咤也不怎么样剧情老套
1051,终于有说真话的了
1052,关键是眯眯眼自己骂自己
1053,关键是眯眯眼
1054,果然只有
1055,关注的
1056,笑死了这个
1057,国漫在仰卧起坐
1058,这里面有一个像人的吗
1059,国内大厂都没投钱就能做出来的能是国漫
1060,全部眯眯眼
1061,就很离谱
1062,反正看的时候
1063,我根本没留意这个眼睛的问题
1064,我觉得人物设定很可爱啊
1065,单眼皮很可爱俏皮
1066,看惯大眼睛已被洗脑觉得是卡通就应该大眼睛本身就是种偏见
1067,分
1068,分我都嫌多
1069,确实半斤八两
1070,还有眯眯眼
1071,再发展下去就是奇行种了
1072,别别别
1073,我就是广东人
1074,我觉得很好
1075,我觉得好看
1076,一两个眯眯眼可以解释成个例
1077,三个没有血缘关系的主角全是眯眯眼实在是让人难以忍受
1078,但凡是粤配突兀感减半
1079,普通人而已啊还要怎么惊世骇俗
1080,其实哪吒也一般般
1081,咪咪眼真的棒
1082,可真的是好看
1083,啊对对对
1084,我是俗人我觉得非常好看
1085,哪吒也很多鸡汤但瑕不掩瑜
1086,我觉得好看
1087,我觉得超级好看
1088,个人年度最佳
1089,一般
1090,俗套
1091,哪吒和这电影我感觉半斤八两
1092,都是属于被吹上天的那一类
1093,啊对对对
1094,啊
1095,对对对
1096,哈哈哈哈敢于说真话的异类
1097,看泪目了
1098,超级好看
1099,推荐大家去看
1100,男主寸头不帅么
1101,勿
1102,我罗小黑
1103,我黑粉觉得这部电影不错
1104,我广东人
1105,岭南的
1106,你会画画嘛
1107,我觉得不太俗套啊
1108,瞎说
1109,这电影格式很工整
1110,可以说平庸
1111,但逻辑没有大问题
1112,同感
1113,雄狮也没见要得唐氏综合征吧
1114,这和原来说哪吒的一样
1115,不好意思
1116,我看了两场
1117,没人玩
1118,顶多拍个照
1119,我觉得好看
1120,我们一家三口都看了
1121,我觉得挺好看的
1122,说实话
1123,哪吒建模和这比不了
1124,起码他结构完整相比那些连剧情逻辑都讲不好宣传就吹上天的已经很好了
1125,光这个建模精度就已经可以看出有多用心来了
1126,人家也没说和哪吒比吧
1127,分都不给
1128,我也觉得非常好啊
1129,我觉得很好看
1130,看到
1131,粉我就放心了
1132,这不就是最经典的普通人吗
1133,比青蛇好看就行
1134,笑死点映有很多观众
1135,建议将
1136,真话
1137,打上引号
1138,而不是异类
1139,每个人想法不同
1140,所以不是异类
1141,但你说的不是真话
1142,只是自己的见解
1143,别去看电影
1144,别上当
1145,这建模属于精神污染了
1146,我一场人都只有一半
1147,也是中途有人刷手机
1148,好的
1149,谢谢
1150,为什么这个片子的角色都是
1151,高级脸
1152,从来没有人拿这部片和他们比
1153,你想多了
1154,根本没有几个观众
1155,我哭了好几次
1156,扯犊子警告
1157,没看过的朋友还是很推荐看的
1158,刚看完
1159,热血澎湃
1160,可是我觉得真的好看
1161,点映看过了
1162,好评加推荐
1163,起码他剧情结构完整
1164,总比那些逻辑都讲不通的好多了
1165,男主成长后还是很帅
1166,明明很真实
1167,特别是他最后去上海还是去打工
1168,我当时也是抱着高期望看的心灵奇缘
1169,后来很失望
1170,所以心灵奇缘是烂片
1171,分
1172,比哪吒好看
1173,并没有
1174,大部分都是认真看的
1175,结尾都舍不得走
1176,我觉得还可以啊
1177,谢谢
1178,搞笑
1179,热血
1180,最像周星驰的动画电影
1181,很好看啊
1182,我感觉挺不错的
1183,全刻画成追光动画那样就行了
1184,纯路人的话
1185,欢迎体验会更好点
1186,比如我
1187,在我这里差不多
1188,都蛮好
1189,我就喜欢小眼睛
1190,喜欢喜欢
1191,我很喜欢
1192,哪有
1193,很符合小少年的人设
1194,我个人很喜欢
1195,出发点是陪孩子看电影
1196,结果
1197,特享受
1198,想二刷
1199,预期太高肯定看不满足
1200,啊对对对对
1201,我也觉得很燃很好看呀
